normalized_name,metabolite_name,hmdb_id,smiles,average_molecular_weight,monoisotopic_molecular_weight,srm1950_instrument_type,srm1950_classification,srm1950_reference,source_srm1950_db,nist_srm1950,serum_evidence,hmdb_biofluid,endogenous_hint
tg(17:1_36:3),TG(17:1_36:3),HMDB0055545,[H][C@@](COCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCCCCCCC,855.4270,854.772726400,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(17:1_36:4),TG(17:1_36:4),HMDB0043044,[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCCCCCCCC,867.3940,866.736340900,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(17:1_38:5),TG(17:1_38:5),HMDB0341552,NULL,0.0000,0.000000000,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(17:1_38:6),TG(17:1_38:6),HMDB0341553,NULL,0.0000,0.000000000,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(17:2_34:2),TG(17:2_34:2),HMDB0341554,NULL,0.0000,0.000000000,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(17:2_36:2),TG(17:2_36:2),HMDB0341555,NULL,0.0000,0.000000000,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(17:2_36:3),TG(17:2_36:3),HMDB0341556,NULL,0.0000,0.000000000,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(17:2_36:4),TG(17:2_36:4),HMDB0341557,NULL,0.0000,0.000000000,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(17:2_38:6),TG(17:2_38:6),HMDB0341558,NULL,0.0000,0.000000000,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:0_30:0),TG(18:0_30:0),HMDB0107858,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCC,807.3390,806.736340900,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:0_30:1),TG(18:0_30:1),HMDB0010426,[H][C@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCC,805.3230,804.720690800,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:0_32:0),TG(18:0_32:0),HMDB0010427,[H]C(COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC,835.3734,834.767641000,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:0_32:1),TG(18:0_32:1),HMDB0010428,[H][C@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCC,833.3770,832.751990900,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:0_32:2),TG(18:0_32:2),HMDB0010430,[H][C@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCC,831.3610,830.736340900,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:0_34:2),TG(18:0_34:2),HMDB0044682,[H][C@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCC,859.4150,858.767641000,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:0_34:3),TG(18:0_34:3),HMDB0010432,[H][C@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCCCCCCCC,857.3990,856.751990900,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:0_36:1),TG(18:0_36:1),HMDB0005395,[H][C@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,889.4850,888.814591200,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:0_36:2),TG(18:0_36:2),HMDB0005397,[H][C@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCCCCC,887.4690,886.798941100,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:0_36:3),TG(18:0_36:3),HMDB0005405,[H][C@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,885.4530,884.783291100,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:0_36:4),TG(18:0_36:4),HMDB0005411,[H][C@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,883.4370,882.767641000,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:0_36:5),TG(18:0_36:5),HMDB0044687,[H][C@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCC,881.4210,880.751990900,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:0_38:6),TG(18:0_38:6),HMDB0005412,[H][C@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,907.4590,906.767641000,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:0_38:7),TG(18:0_38:7),HMDB0044909,[H][C@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCC\C=C/CCCCCC,905.4430,904.751990900,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:1_26:0),TG(18:1_26:0),HMDB0042069,[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCC,749.2150,748.658090600,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:1_28:1),TG(18:1_28:1),HMDB0042076,[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCC,775.2530,774.673740600,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:1_30:0),TG(18:1_30:0),HMDB0044726,[H][C@](COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCC)OC(=O)CCCCCCCCCCCCCCC,805.3230,804.720690800,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:1_30:1),TG(18:1_30:1),HMDB0005376,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC,803.3070,802.705040700,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:1_30:2),TG(18:1_30:2),HMDB0042543,[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC,801.2910,800.689390700,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:1_31:0),TG(18:1_31:0),HMDB0011713,[H][C@@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCCCC,819.3500,818.736340900,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:1_32:0),TG(18:1_32:0),HMDB0005360,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,833.3770,832.751990900,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:1_32:1),TG(18:1_32:1),HMDB0044249,[H]C(COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,831.3610,830.736340900,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:1_32:2),TG(18:1_32:2),HMDB0005379,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/CCCCCC,829.3450,828.720690800,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:1_32:3),TG(18:1_32:3),HMDB0042633,[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC,827.3290,826.705040700,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:1_33:0),TG(18:1_33:0),HMDB0049113,[H][C@@](COCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCC,833.4210,832.788376400,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:1_33:1),TG(18:1_33:1),HMDB0011700,[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCCC,845.3880,844.751990900,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:1_33:2),TG(18:1_33:2),HMDB0011701,[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCCC,843.3720,842.736340900,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:1_33:3),TG(18:1_33:3),HMDB0341559,NULL,0.0000,0.000000000,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:1_34:1),TG(18:1_34:1),HMDB0046458,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCC)OC(=O)CCCCCCC\C=C/CCCCCC,859.3948,858.767641000,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:1_34:2),TG(18:1_34:2),HMDB0005384,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,857.3990,856.751990900,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:1_34:3),TG(18:1_34:3),HMDB0005440,[H][C@](COC(=O)CCCCCCC\C=C/CCCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,855.3830,854.736340900,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:1_34:4),TG(18:1_34:4),HMDB0055688,[H][C@@](COCCCCCCCCCCCCCCCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCCCCCC,839.3840,838.741426300,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:1_35:2),TG(18:1_35:2),HMDB0050323,[H][C@](COC(=O)CCCCCCCCC\C=C/CCCCCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCC,871.4260,870.767641000,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:1_35:3),TG(18:1_35:3),HMDB0055545,[H][C@@](COCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCCCCCCC,855.4270,854.772726400,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:1_36:0),TG(18:1_36:0),HMDB0005381,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,889.4850,888.814591200,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:1_36:1),TG(18:1_36:1),HMDB0005437,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,887.4690,886.798941100,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:1_36:2),TG(18:1_36:2),HMDB0045871,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,885.4321,884.783291100,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:1_36:3),TG(18:1_36:3),HMDB0005455,[H][C@](COC(=O)CCCCCCC\C=C/CCCCCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,883.4370,882.767641000,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:1_36:4),TG(18:1_36:4),HMDB0046858,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCC)OC(=O)CCCC\C=C/C\C=C/C\C=C/C\C=C/CC,881.4210,880.751990900,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:1_36:5),TG(18:1_36:5),HMDB0010418,[H]C(CC)=C([H])CC([H])=C([H])CC([H])=C([H])C\C([H])=C(\[H])C\C([H])=C(\[H])C\C([H])=C(\[H])CCC(=O)OC[C@]([H])(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,879.4050,878.736340900,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:1_36:6),TG(18:1_36:6),HMDB0005447,[H][C@](COC(=O)CCCCCCC\C=C/CCCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,877.3890,876.720690800,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:1_38:5),TG(18:1_38:5),HMDB0046908,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC,907.4590,906.767641000,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:1_38:6),TG(18:1_38:6),HMDB0005462,[H][C@](COC(=O)CCCCCCC\C=C/CCCCCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,905.4430,904.751990900,DI-MS/MS,Triradylcglycerols,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:1_38:7),TG(18:1_38:7),HMDB0005392,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC,903.4270,902.736340900,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:2_28:0),TG(18:2_28:0),HMDB0042076,[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCC,775.2530,774.673740600,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:2_30:0),TG(18:2_30:0),HMDB0005376,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC,803.3070,802.705040700,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:2_30:1),TG(18:2_30:1),HMDB0042543,[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC,801.2910,800.689390700,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:2_31:0),TG(18:2_31:0),HMDB0042976,[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCC,817.3340,816.720690800,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:2_32:0),TG(18:2_32:0),HMDB0044249,[H]C(COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,831.3610,830.736340900,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:2_32:1),TG(18:2_32:1),HMDB0005379,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/CCCCCC,829.3450,828.720690800,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:2_32:2),TG(18:2_32:2),HMDB0042633,[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC,827.3290,826.705040700,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:2_33:0),TG(18:2_33:0),HMDB0011700,[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCCC,845.3880,844.751990900,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:2_33:1),TG(18:2_33:1),HMDB0011701,[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCCC,843.3720,842.736340900,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:2_33:2),TG(18:2_33:2),HMDB0011702,[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCCC,841.3560,840.720690800,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:2_34:0),TG(18:2_34:0),HMDB0046458,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCC)OC(=O)CCCCCCC\C=C/CCCCCC,859.3948,858.767641000,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:2_34:1),TG(18:2_34:1),HMDB0005384,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,857.3990,856.751990900,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:2_34:2),TG(18:2_34:2),HMDB0005440,[H][C@](COC(=O)CCCCCCC\C=C/CCCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,855.3830,854.736340900,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:2_34:3),TG(18:2_34:3),HMDB0055688,[H][C@@](COCCCCCCCCCCCCCCCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCCCCCC,839.3840,838.741426300,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:2_34:4),TG(18:2_34:4),HMDB0048751,[H][C@](COC(=O)CCCCCCC\C=C/CCCCCC)(COC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,851.3510,850.705040700,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:2_35:1),TG(18:2_35:1),HMDB0050323,[H][C@](COC(=O)CCCCCCCCC\C=C/CCCCCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCC,871.4260,870.767641000,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:2_35:2),TG(18:2_35:2),HMDB0055545,[H][C@@](COCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCCCCCCC,855.4270,854.772726400,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:2_35:3),TG(18:2_35:3),HMDB0043044,[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCCCCCCCC,867.3940,866.736340900,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:2_36:0),TG(18:2_36:0),HMDB0005437,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,887.4690,886.798941100,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:2_36:1),TG(18:2_36:1),HMDB0045871,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,885.4321,884.783291100,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:2_36:2),TG(18:2_36:2),HMDB0005455,[H][C@](COC(=O)CCCCCCC\C=C/CCCCCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,883.4370,882.767641000,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:2_36:3),TG(18:2_36:3),HMDB0046858,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCC)OC(=O)CCCC\C=C/C\C=C/C\C=C/C\C=C/CC,881.4210,880.751990900,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:2_36:4),TG(18:2_36:4),HMDB0010418,[H]C(CC)=C([H])CC([H])=C([H])CC([H])=C([H])C\C([H])=C(\[H])C\C([H])=C(\[H])C\C([H])=C(\[H])CCC(=O)OC[C@]([H])(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,879.4050,878.736340900,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:2_36:5),TG(18:2_36:5),HMDB0005447,[H][C@](COC(=O)CCCCCCC\C=C/CCCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,877.3890,876.720690800,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:2_38:4),TG(18:2_38:4),HMDB0046908,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC,907.4590,906.767641000,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:2_38:5),TG(18:2_38:5),HMDB0005462,[H][C@](COC(=O)CCCCCCC\C=C/CCCCCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,905.4430,904.751990900,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:2_38:6),TG(18:2_38:6),HMDB0005392,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC,903.4270,902.736340900,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:3_30:0),TG(18:3_30:0),HMDB0042543,[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC,801.2910,800.689390700,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
tg(18:3_32:0),TG(18:3_32:0),HMDB0005379,[H][C@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/CCCCCC,829.3450,828.720690800,DI-MS/MS,Glycerolipids,Internal Work,TRUE,TRUE,TRUE,TRUE,TRUE
