normalized_name,metabolite_name,hmdb_id,smiles,average_molecular_weight,monoisotopic_molecular_weight,srm1950_instrument_type,srm1950_classification,srm1950_reference,source_srm1950_db,nist_srm1950,serum_evidence,hmdb_biofluid,endogenous_hint
pe(p-18:0/18:2),PE(P-18:0/18:2),HMDB0011376,[H][C@@](CO\C=C/CCCCCCCCCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,728.0343,727.551590400,LC-MS/MS,Glycerophosphoethanolamines,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pe(p-18:0/20:3),PE(P-18:0/20:3),HMDB0011383,[H][C@@](CO\C=C/CCCCCCCCCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCC\C=C/C\C=C/C\C=C/CCCCCCCC,754.0716,753.567240400,LC-MS/MS,Glycerophosphoethanolamines,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pe(p-18:0/20:4),PE(P-18:0/20:4),HMDB0011386,[H][C@@](CO\C=C/CCCCCCCCCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC,752.0557,751.551590400,LC-MS/MS,Glycerophosphoethanolamines,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pe(p-18:0/22:4),PE(P-18:0/22:4),HMDB0011391,[H][C@@](CO\C=C/CCCCCCCCCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC,780.1088,779.582890500,LC-MS/MS,Glycerophosphoethanolamines,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pe(p-18:0/22:5),PE(P-18:0/22:5),HMDB0011392,[H][C@@](CO\C=C/CCCCCCCCCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCC,778.0930,777.567240400,LC-MS/MS,Glycerophosphoethanolamines,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pe(p-18:0/22:6),PE(P-18:0/22:6),HMDB0011394,[H][C@@](CO\C=C/CCCCCCCCCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC,776.0771,775.551590400,LC-MS/MS,Glycerophosphoethanolamines,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pe(p-18:1/16:0),PE(P-18:1/16:0),HMDB0011404,[H][C@@](CO\C=C/CCCCCCCC\C=C/CCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCCCCCCCC,701.9970,701.535940300,LC-MS/MS,Glycerophosphoethanolamines,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pe(p-18:1/18:1),PE(P-18:1/18:1),HMDB0011407,[H][C@@](CO\C=C/CCCCCCCC\C=C/CCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCC\C=C/CCCCCC,728.0343,727.551590400,LC-MS/MS,Glycerophosphoethanolamines,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pe(p-18:1/18:2),PE(P-18:1/18:2),HMDB0011409,[H][C@@](CO\C=C/CCCCCCCC\C=C/CCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,726.0184,725.535940300,LC-MS/MS,Glycerophosphoethanolamines,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pe(p-18:1/20:3),PE(P-18:1/20:3),HMDB0011416,[H][C@@](CO\C=C/CCCCCCCC\C=C/CCCCCC)(COP(O)(=O)OCCN)OC(=O)CCC\C=C/C\C=C/C\C=C/CCCCCCCC,752.0557,751.551590400,LC-MS/MS,Glycerophosphoethanolamines,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pe(p-18:1/20:4),PE(P-18:1/20:4),HMDB0011418,[H][C@@](CO\C=C/CCCCCCCC\C=C/CCCCCC)(COP(O)(=O)OCCN)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC,750.0398,749.535940300,LC-MS/MS,Glycerophosphoethanolamines,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pe(p-18:1/22:5),PE(P-18:1/22:5),HMDB0011425,[H][C@@](CO\C=C/CCCCCCCC\C=C/CCCCCC)(COP(O)(=O)OCCN)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCC,776.0771,775.551590400,LC-MS/MS,Glycerophosphoethanolamines,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pe(p-18:1/22:6),PE(P-18:1/22:6),HMDB0011427,[H][C@@](CO\C=C/CCCCCCCC\C=C/CCCCCC)(COP(O)(=O)OCCN)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC,774.0612,773.535940300,LC-MS/MS,Glycerophosphoethanolamines,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pe(p-18:2/20:4),PE(P-18:2/20:4),HMDB0341539,[H]\C(CCCCC)=C(\[H])C\C([H])=C(/[H])CCCCCCCC(=O)OC[C@]([H])(COP(O)(=O)OCCN)OC(=O)CCC\C([H])=C(/[H])C\C([H])=C(/[H])C\C([H])=C(/[H])C\C([H])=C(/[H])CCCCC,764.0380,763.515205300,LC-MS/MS,Glycerophosphoethanolamines,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
ps(32:1),PS(32:1),HMDB0012355,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC)C(O)=O,733.9650,733.489384500,LC-MS/MS,Glycerophosphoserines,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
ps(34:0),PS(34:0),HMDB0112295,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCC)C(O)=O,733.9650,733.489384500,LC-MS/MS,Glycerophosphoserines,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
ps(34:1),PS(34:1),HMDB0012387,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCC)C(O)=O,762.0190,761.520684600,LC-MS/MS,Glycerophosphoserines,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
ps(34:2),PS(34:2),HMDB0012388,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC)C(O)=O,760.0030,759.505034600,LC-MS/MS,Glycerophosphoserines,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
ps(36:0),PS(36:0),HMDB0012378,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)C(O)=O,792.0890,791.567634800,LC-MS/MS,Glycerophosphoserines,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
ps(36:1),PS(36:1),HMDB0010163,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCC\C=C/CCCCCCCC,790.0730,789.551984800,LC-MS/MS,Glycerophosphoserines,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
ps(36:2),PS(36:2),HMDB0012390,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC)C(O)=O,788.0570,787.536334700,LC-MS/MS,Glycerophosphoserines,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
ps(36:3),PS(36:3),HMDB0012381,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC)C(O)=O,786.0273,785.520684200,LC-MS/MS,Glycerophosphoserines,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
ps(36:4),PS(36:4),HMDB0012402,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC)C(O)=O,784.0114,783.505034100,LC-MS/MS,Glycerophosphoserines,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
ps(38:1),PS(38:1),HMDB0112364,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC)C(O)=O,818.1270,817.583284900,LC-MS/MS,Glycerophosphoserines,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
ps(38:2),PS(38:2),HMDB0112351,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCC\C=C/C\C=C/CCCCC)C(O)=O,816.1110,815.567634800,LC-MS/MS,Glycerophosphoserines,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
ps(38:3),PS(38:3),HMDB0012382,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC)C(O)=O,814.0805,813.551984300,LC-MS/MS,Glycerophosphoserines,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
ps(38:4),PS(38:4),HMDB0012383,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC,812.0646,811.536334200,LC-MS/MS,Glycerophosphoserines,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
ps(38:5),PS(38:5),HMDB0012404,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC)C(O)=O,810.0487,809.520684200,LC-MS/MS,Glycerophosphoserines,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
ps(38:6),PS(38:6),HMDB0012362,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)C(O)=O,808.0328,807.505034100,LC-MS/MS,Glycerophosphoserines,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
ps(40:3),PS(40:3),HMDB0112460,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC)C(O)=O,842.1490,841.583284900,LC-MS/MS,Glycerophosphoserines,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
ps(40:4),PS(40:4),HMDB0112382,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)C(O)=O,840.1330,839.567634800,LC-MS/MS,Glycerophosphoserines,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
ps(40:5),PS(40:5),HMDB0010166,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)C(O)=O,838.1019,837.551984300,LC-MS/MS,Glycerophosphoserines,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
ps(40:6),PS(40:6),HMDB0012444,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCCCCCCCCCC)C(O)=O,836.0860,835.536334200,LC-MS/MS,Glycerophosphoserines,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
ps(40:7),PS(40:7),HMDB0012445,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCC\C=C/CCCCCCCC)C(O)=O,834.0701,833.520684200,LC-MS/MS,Glycerophosphoserines,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pg(34:1),PG(34:1),HMDB0010630,[H][C@](O)(CO)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,749.0071,748.525435200,LC-MS/MS,Glycerophosphoglycerols,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pg(34:2),PG(34:2),HMDB0010575,[H][C@](O)(CO)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,746.9913,746.509785100,LC-MS/MS,Glycerophosphoglycerols,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pg(36:1),PG(36:1),HMDB0010632,[H][C@](O)(CO)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,777.0603,776.556735300,LC-MS/MS,Glycerophosphoglycerols,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pg(36:2),PG(36:2),HMDB0010647,[H][C@](O)(CO)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCCCCC,775.0444,774.541085300,LC-MS/MS,Glycerophosphoglycerols,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pg(36:3),PG(36:3),HMDB0010648,[H][C@](O)(CO)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCC,773.0285,772.525435200,LC-MS/MS,Glycerophosphoglycerols,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pg(36:4),PG(36:4),HMDB0010593,[H][C@](O)(CO)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCC\C=C/C\C=C/C\C=C/CCCCCCCC,771.0127,770.509785100,LC-MS/MS,Glycerophosphoglycerols,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pg(36:5),PG(36:5),HMDB0010665,[H][C@](O)(CO)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,768.9968,768.494135100,LC-MS/MS,Glycerophosphoglycerols,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pg(38:4),PG(38:4),HMDB0010581,[H][C@](O)(CO)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC,799.0658,798.541085300,LC-MS/MS,Glycerophosphoglycerols,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pg(38:5),PG(38:5),HMDB0010596,[H][C@](O)(CO)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC,797.0499,796.525435200,LC-MS/MS,Glycerophosphoglycerols,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pg(38:6),PG(38:6),HMDB0010683,[H][C@](O)(CO)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC)OC(=O)CCC\C=C/C\C=C/C\C=C/CCCCCCCC,795.0341,794.509785100,LC-MS/MS,Glycerophosphoglycerols,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pg(40:4),PG(40:4),HMDB0010611,[H][C@](O)(CO)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC,827.1190,826.572385400,LC-MS/MS,Glycerophosphoglycerols,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pg(40:5),PG(40:5),HMDB0010612,[H][C@](O)(CO)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCC,825.1031,824.556735300,LC-MS/MS,Glycerophosphoglycerols,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pg(40:6),PG(40:6),HMDB0010614,[H][C@](O)(CO)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC,823.0872,822.541085300,LC-MS/MS,Glycerophosphoglycerols,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pg(40:7),PG(40:7),HMDB0010629,[H][C@](O)(CO)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC,821.0713,820.525435200,LC-MS/MS,Glycerophosphoglycerols,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pg(40:8),PG(40:8),HMDB0010687,[H][C@](O)(CO)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCC,819.0555,818.509785100,LC-MS/MS,Glycerophosphoglycerols,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pg(40:9),PG(40:9),HMDB0010689,[H][C@](O)(CO)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC,817.0396,816.494135100,LC-MS/MS,Glycerophosphoglycerols,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pa(32:0),PA(32:0),HMDB0000674,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCC,648.9030,648.473006200,LC-MS/MS,Glycerophosphates,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pa(32:1),PA(32:1),HMDB0114874,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCC\C=C/CCCC,646.8870,646.457356100,LC-MS/MS,Glycerophosphates,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pa(34:0),PA(34:0),HMDB0114876,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCC,676.9570,676.504306300,LC-MS/MS,Glycerophosphates,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pa(34:1),PA(34:1),HMDB0007858,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCC\C=C/CCCCCC,674.9410,674.488656200,LC-MS/MS,Glycerophosphates,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pa(34:2),PA(34:2),HMDB0007860,CCCCCCCCCCCCCCCC(=O)OC[C@]([H])(COP(O)(=O)O)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,672.9127,672.473005700,LC-MS/MS,Glycerophosphates,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pa(36:0),PA(36:0),HMDB0115240,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCC,705.0110,704.535606400,LC-MS/MS,Glycerophosphates,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pa(36:1),PA(36:1),HMDB0115094,[H][C@@](COC(=O)CCCCCCCCC\C=C/CCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCC,702.9950,702.519956400,LC-MS/MS,Glycerophosphates,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pa(36:2),PA(36:2),HMDB0007862,[H][C@@](COC(=O)CCCCCCCCC\C=C/CCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCC\C=C/CCCCCC,700.9790,700.504306300,LC-MS/MS,Glycerophosphates,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pa(36:3),PA(36:3),HMDB0114878,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC,698.9630,698.488656200,LC-MS/MS,Glycerophosphates,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pa(36:4),PA(36:4),HMDB0115006,[H][C@@](COC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC)(COP(O)(O)=O)OC(=O)CCCCCCCCC\C=C/CCCCCC,696.9470,696.473006200,LC-MS/MS,Glycerophosphates,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pa(38:2),PA(38:2),HMDB0115299,[H][C@@](COC(=O)CCCCCCCCCCC\C=C/C\C=C/CCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCC,729.0330,728.535606400,LC-MS/MS,Glycerophosphates,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pa(38:3),PA(38:3),HMDB0114985,[H][C@@](COC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCCCCC,727.0170,726.519956400,LC-MS/MS,Glycerophosphates,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pa(38:4),PA(38:4),HMDB0114884,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC,725.0010,724.504306300,LC-MS/MS,Glycerophosphates,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pa(38:5),PA(38:5),HMDB0114910,[H][C@@](COC(=O)CCCCCCCCC\C=C/CCCCCC)(COP(O)(O)=O)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC,722.9850,722.488656200,LC-MS/MS,Glycerophosphates,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pa(38:6),PA(38:6),HMDB0114849,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC,720.9690,720.473006200,LC-MS/MS,Glycerophosphates,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pi(32:1),PI(32:1),HMDB0009779,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)OC(=O)CCCCCCC\C=C/CCCCCC,809.0160,808.510179100,LC-MS/MS,Glycerophosphoinositols,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pi(34:0),PI(34:0),HMDB0009781,CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(O)(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,839.0980,838.557129700,LC-MS/MS,Glycerophosphoinositols,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pi(34:1),PI(34:1),HMDB0009834,[H][C@@](COC(=O)CCCCCCC\C=C/CCCCCCCC)(COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)OC(=O)CCCCCCCCCCCCCCC,837.0692,836.541479200,LC-MS/MS,Glycerophosphoinositols,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pi(34:2),PI(34:2),HMDB0009835,[H][C@@](COC(=O)CCCCCCC\C=C/CCCCCCCC)(COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)OC(=O)CCCCCCC\C=C/CCCCCC,835.0533,834.525829100,LC-MS/MS,Glycerophosphoinositols,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pi(36:0),PI(36:0),HMDB0009808,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)OC(=O)CCCCCCCCCCCCCCCCC,867.1382,866.588429400,LC-MS/MS,Glycerophosphoinositols,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pi(36:1),PI(36:1),HMDB0240667,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(COP(O)(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)OC(=O)CCCCCCC\C=C/CCCCCCCC,865.1224,864.572779300,LC-MS/MS,Glycerophosphoinositols,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pi(36:2),PI(36:2),HMDB0009836,[H][C@@](COC(=O)CCCCCCC\C=C/CCCCCCCC)(COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)OC(=O)CCCCCCCCC\C=C/CCCCCC,863.1065,862.557129300,LC-MS/MS,Glycerophosphoinositols,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pi(36:3),PI(36:3),HMDB0009838,[H][C@@](COC(=O)CCCCCCC\C=C/CCCCCCCC)(COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,861.0906,860.541479200,LC-MS/MS,Glycerophosphoinositols,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pi(36:4),PI(36:4),HMDB0009839,[H][C@@](COC(=O)CCCCCCC\C=C/CCCCCCCC)(COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC,859.0747,858.525829100,LC-MS/MS,Glycerophosphoinositols,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pi(36:5),PI(36:5),HMDB0341540,NULL,857.0720,856.510179500,LC-MS/MS,0,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pi(38:2),PI(38:2),HMDB0009870,[H][C@@](COC(=O)CCCCCCCCC\C=C/CCCCCCCC)(COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)OC(=O)CCCCCCCCC\C=C/CCCCCC,891.1596,890.588429400,LC-MS/MS,Glycerophosphoinositols,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
pi(38:3),PI(38:3),HMDB0009887,[H][C@@](COC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC)(COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)OC(=O)CCCCCCCCCCCCCCCCC,889.1438,888.572779300,LC-MS/MS,Glycerophosphoinositols,PMID: 20671299,TRUE,TRUE,TRUE,TRUE,TRUE
