normalized_name,ghosh_chemical_name,ghosh_chem_id,ghosh_super_pathway,ghosh_sub_pathway,ghosh_nr_cohorts_present,ghosh_max_missingness,ghosh_percent_missing_MDCS,ghosh_percent_missing_PIVUS,ghosh_percent_missing_POEM,ghosh_percent_missing_SCAPIS_M,ghosh_percent_missing_SCAPIS_U,ghosh_all5_cohorts,ghosh_core_50pct,source_ghosh_2024
alpha-hydroxycaproate,alpha-hydroxycaproate,100001723,Lipid,"Fatty Acid, Monohydroxy",4,100.0,NA,49.08789386,36.12774451,19.7919187,100,FALSE,FALSE,TRUE
3 4-dihydroxybutyrate,3 4-dihydroxybutyrate,100001730,Lipid,Fatty Acid	 Dihydroxy,5,0.556496492,0.0923,,,0.556496492,0.020056157,TRUE,TRUE,TRUE
indoleacetylglutamine,indoleacetylglutamine,100001731,Amino Acid,Tryptophan Metabolism,5,26.77746999,26.77746999,12.43781095,9.381237525,1.33075248,10.95066185,TRUE,TRUE,TRUE
hexanoylglutamine,hexanoylglutamine,100001733,Lipid,Fatty Acid Metabolism (Acyl Glutamine),5,2.308402585,2.308402585,,1.19760479,0.919428986,0.180505415,TRUE,TRUE,TRUE
n6-acetyllysine,N6-acetyllysine,100001734,Amino Acid,Lysine Metabolism,5,0.020056157,,,,,0.020056157,TRUE,TRUE,TRUE
dihomo-linolenate (20:3n3 or n6),dihomo-linolenate (20:3n3 or n6),100001739,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),5,0.0,,,,,,TRUE,TRUE,TRUE
mannitol/sorbitol,mannitol/sorbitol,100001740,Carbohydrate,Fructose	 Mannose and Galactose Metabolism,5,0.020056157,,,,,0.020056157,TRUE,TRUE,TRUE
tryptophan betaine,tryptophan betaine,100001743,Amino Acid,Tryptophan Metabolism,5,2.155887231,0.738688827,2.155887231,0.399201597,0.048390999,0.200561572,TRUE,TRUE,TRUE
4-vinylphenol sulfate,4-vinylphenol sulfate,100001755,Xenobiotics,Benzoate Metabolism,5,0.020056157,,,,,0.020056157,TRUE,TRUE,TRUE
4-ethylphenylsulfate,4-ethylphenylsulfate,100001756,Xenobiotics,Benzoate Metabolism,5,0.199600798,,,0.199600798,0.048390999,0.040112314,TRUE,TRUE,TRUE
thymol sulfate,thymol sulfate,100001757,Xenobiotics,Food Component/Plant,5,15.92039801,2.216066482,15.92039801,8.183632735,2.806677958,1.042920176,TRUE,TRUE,TRUE
3-methyladipate,3-methyladipate,100001765,Lipid,Fatty Acid	 Dicarboxylate,5,19.9370917,7.01754386,1.326699834,5.389221557,19.9370917,9.546730846,TRUE,TRUE,TRUE
pyrraline,pyrraline,100001767,Xenobiotics,Food Component/Plant,5,10.61359867,3.50877193,10.61359867,8.78243513,9.412049359,3.770557561,TRUE,TRUE,TRUE
n6-carboxymethyllysine,N6-carboxymethyllysine,100001768,Carbohydrate,Advanced Glycation End-product,5,19.87565183,1.662049861,4.975124378,6.986027944,1.258165981,19.87565183,TRUE,TRUE,TRUE
1-oleoyl-gpi (18:1),1-oleoyl-GPI (18:1),100001777,Lipid,Lysophospholipid,5,1.662049861,1.662049861,,,0.072586499,0.060168472,TRUE,TRUE,TRUE
1-linoleoyl-gpi (18:2),1-linoleoyl-GPI (18:2)*,100001778,Lipid,Lysophospholipid,5,0.080224629,,,,,0.080224629,TRUE,TRUE,TRUE
desmethylnaproxen,desmethylnaproxen,100001787,Xenobiotics,Drug - Analgesics	 Anesthetics,4,98.66924752,98.43028624,98.50746269,NA,98.66924752,98.27517048,FALSE,FALSE,TRUE
desmethylnaproxen sulfate,desmethylnaproxen sulfate,100001788,Xenobiotics,Drug - Analgesics	 Anesthetics,5,99.4011976,98.24561404,98.00995025,99.4011976,98.40309702,97.3726434,TRUE,FALSE,TRUE
2-hydroxyacetaminophen sulfate,2-hydroxyacetaminophen sulfate*,100001791,Xenobiotics,Drug - Analgesics	 Anesthetics,5,76.64670659,64.63527239,64.013267,76.64670659,72.78006291,57.34055355,TRUE,FALSE,TRUE
2-methoxyacetaminophen sulfate,2-methoxyacetaminophen sulfate*,100001793,Xenobiotics,Drug - Analgesics	 Anesthetics,5,90.81836327,84.57987073,74.79270315,90.81836327,83.49866925,87.86602487,TRUE,FALSE,TRUE
2-methoxyacetaminophen glucuronide,2-methoxyacetaminophen glucuronide*,100001795,Xenobiotics,Drug - Analgesics	 Anesthetics,5,90.21956088,85.50323176,75.95356551,90.21956088,85.19235422,85.5996791,TRUE,FALSE,TRUE
3-(cystein-s-yl)acetaminophen,3-(cystein-S-yl)acetaminophen*,100001797,Xenobiotics,Drug - Analgesics	 Anesthetics,5,93.61277445,87.34995383,82.08955224,93.61277445,90.80571014,93.38146811,TRUE,FALSE,TRUE
o-cresol sulfate,o-cresol sulfate,100001806,Xenobiotics,Benzoate Metabolism,5,20.95808383,2.216066482,17.24709784,20.95808383,12.89620131,5.836341757,TRUE,TRUE,TRUE
dimethylarginine (sdma + adma),dimethylarginine (SDMA + ADMA),100001810,Amino Acid,Urea cycle Arginine and Proline Metabolism,5,0.020056157,,,,,0.020056157,TRUE,TRUE,TRUE
gamma-glutamylalanine,gamma-glutamylalanine,100001843,Peptide,Gamma-glutamyl Amino Acid,5,13.4526978,0.184672207,1.160862355,0.399201597,13.4526978,11.01083032,TRUE,TRUE,TRUE
n-acetylserine,N-acetylserine,100001851,Amino Acid,Glycine	 Serine and Threonine Metabolism,5,0.020056157,,,,,0.020056157,TRUE,TRUE,TRUE
1-stearoyl-2-oleoyl-gpe (18:0/18:1),1-stearoyl-2-oleoyl-GPE (18:0/18:1),100001856,Lipid,Phosphatidylethanolamine (PE),5,0.040112314,,,,,0.040112314,TRUE,TRUE,TRUE
chiro-inositol,chiro-inositol,100001859,Lipid,Inositol Metabolism,4,62.2754491,NA,52.07296849,62.2754491,54.70602468,57.13999198,FALSE,FALSE,TRUE
4-allylphenol sulfate,4-allylphenol sulfate,100001868,Xenobiotics,Food Component/Plant,5,0.27700831,0.27700831,,0.199600798,0.217759497,0.120336943,TRUE,TRUE,TRUE
1-stearoyl-2-arachidonoyl-gpc (18:0/20:4),1-stearoyl-2-arachidonoyl-GPC (18:0/20:4),100001869,Lipid,Phosphatidylcholine (PC),5,0.0,,,,,,TRUE,TRUE,TRUE
1-palmitoyl-2-linoleoyl-gpe (16:0/18:2),1-palmitoyl-2-linoleoyl-GPE (16:0/18:2),100001870,Lipid,Phosphatidylethanolamine (PE),5,0.020056157,,,,,0.020056157,TRUE,TRUE,TRUE
sphinganine-1-phosphate,sphinganine-1-phosphate,100001876,Lipid,Sphingolipid Synthesis,5,1.160862355,0.646352724,1.160862355,,0.120977498,0.060168472,TRUE,TRUE,TRUE
glycosyl-n-stearoyl-sphingosine (d18:1/18:0),glycosyl-N-stearoyl-sphingosine (d18:1/18:0),100001882,Lipid,Hexosylceramides (HCER),5,1.022864019,0.738688827,,,0.0241955,1.022864019,TRUE,TRUE,TRUE
carbamazepine,carbamazepine,100001933,Xenobiotics,Drug - Neurological,5,99.67910148,99.44598338,99.33665008,99.6007984,99.44350351,99.67910148,TRUE,FALSE,TRUE
chlorzoxazone,chlorzoxazone,100001935,Xenobiotics,Drug - Neurological,3,99.81532779,99.81532779,NA,NA,99.709654,99.77938227,FALSE,FALSE,TRUE
succinylcarnitine (c4-dc),succinylcarnitine (C4-DC),100001948,Energy,TCA Cycle,5,1.016210985,,,0.399201597,1.016210985,0.300842359,TRUE,TRUE,TRUE
bilirubin (e e),bilirubin (E E)*,100001950,Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,5,0.040112314,,,,0.0241955,0.040112314,TRUE,TRUE,TRUE
bilirubin (e z or z e),bilirubin (E Z or Z E)*,100001951,Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,5,17.82086796,17.82086796,,,0.048390999,1.062976334,TRUE,TRUE,TRUE
n-methylproline,N-methylproline,100001956,Amino Acid,Urea cycle Arginine and Proline Metabolism,5,0.040112314,,,,,0.040112314,TRUE,TRUE,TRUE
beta-cryptoxanthin,beta-cryptoxanthin,100001977,Cofactors and Vitamins,Vitamin A Metabolism,5,3.814262023,0.55401662,3.814262023,0.199600798,0.580691991,0.080224629,TRUE,TRUE,TRUE
5alpha-androstan-3beta 17beta-diol disulfate,5alpha-androstan-3beta 17beta-diol disulfate,100001987,Lipid,Androgenic Steroids,5,0.831024931,0.831024931,0.829187396,,0.217759497,0.160449258,TRUE,TRUE,TRUE
5alpha-pregnan-3beta 20alpha-diol disulfate,5alpha-pregnan-3beta 20alpha-diol disulfate,100001988,Lipid,Progestin Steroids,5,1.015697138,1.015697138,0.331674959,,0.145172998,0.100280786,TRUE,TRUE,TRUE
glycocholenate sulfate,glycocholenate sulfate*,100001989,Lipid,Secondary Bile Acid Metabolism,5,0.27700831,0.27700831,,,,0.020056157,TRUE,TRUE,TRUE
taurocholenate sulfate,taurocholenate sulfate*,100001990,Lipid,Secondary Bile Acid Metabolism,5,0.738688827,0.738688827,,,,0.040112314,TRUE,TRUE,TRUE
androstenediol (3beta 17beta) disulfate (1),androstenediol (3beta 17beta) disulfate (1),100001992,Lipid,Androgenic Steroids,5,0.184672207,0.184672207,0.165837479,,,0.040112314,TRUE,TRUE,TRUE
pregnenediol disulfate (c21h34o8s2),pregnenediol disulfate (C21H34O8S2)*,100001993,Lipid,Pregnenolone Steroids,5,0.020056157,,,,,0.020056157,TRUE,TRUE,TRUE
androstenediol (3beta 17beta) disulfate (2),androstenediol (3beta 17beta) disulfate (2),100001994,Lipid,Androgenic Steroids,5,0.331674959,0.184672207,0.331674959,,0.0241955,0.040112314,TRUE,TRUE,TRUE
21-hydroxypregnenolone disulfate,21-hydroxypregnenolone disulfate,100001999,Lipid,Pregnenolone Steroids,5,2.216066482,2.216066482,0.497512438,,0.169368497,0.240673887,TRUE,TRUE,TRUE
5alpha-pregnan-3beta 20beta-diol monosulfate (1),5alpha-pregnan-3beta 20beta-diol monosulfate (1),100002009,Lipid,Progestin Steroids,5,14.12742382,14.12742382,6.79933665,2.994011976,3.96806194,2.607300441,TRUE,TRUE,TRUE
5alpha-pregnan-3beta 20alpha-diol monosulfate (2),5alpha-pregnan-3beta 20alpha-diol monosulfate (2),100002014,Lipid,Progestin Steroids,5,5.632502308,5.632502308,2.985074627,0.199600798,1.596902976,1.403931007,TRUE,TRUE,TRUE
5alpha-pregnan-diol disulfate,5alpha-pregnan-diol disulfate,100002015,Lipid,Progestin Steroids,5,57.80240074,57.80240074,52.57048093,33.33333333,34.47858698,37.30445247,TRUE,FALSE,TRUE
5alpha-androstan-3alpha 17beta-diol disulfate,5alpha-androstan-3alpha 17beta-diol disulfate,100002017,Lipid,Androgenic Steroids,5,51.24378109,43.2132964,51.24378109,32.33532934,32.01064602,31.06698757,TRUE,FALSE,TRUE
5alpha-androstan-3alpha 17beta-diol monosulfate (1),5alpha-androstan-3alpha 17beta-diol monosulfate (1),100002018,Lipid,Androgenic Steroids,5,19.90049751,10.06463527,19.90049751,2.395209581,5.153641423,3.008423586,TRUE,TRUE,TRUE
5alpha-androstan-3beta 17alpha-diol disulfate,5alpha-androstan-3beta 17alpha-diol disulfate,100002021,Lipid,Androgenic Steroids,5,23.26869806,23.26869806,18.57379768,6.387225549,8.928139366,6.999598877,TRUE,TRUE,TRUE
androstenediol (3alpha 17alpha) monosulfate (2),androstenediol (3alpha 17alpha) monosulfate (2),100002026,Lipid,Androgenic Steroids,5,7.756232687,7.756232687,3.150912106,0.798403194,1.742075974,1.123144805,TRUE,TRUE,TRUE
androstenediol (3alpha 17alpha) monosulfate (3),androstenediol (3alpha 17alpha) monosulfate (3),100002027,Lipid,Androgenic Steroids,5,0.831024931,0.831024931,0.663349917,,0.096781999,0.22061773,TRUE,TRUE,TRUE
androstenediol (3beta 17beta) monosulfate (1),androstenediol (3beta 17beta) monosulfate (1),100002028,Lipid,Androgenic Steroids,5,0.646352724,0.646352724,0.331674959,,0.072586499,0.080224629,TRUE,TRUE,TRUE
androstenediol (3beta 17beta) monosulfate (2),androstenediol (3beta 17beta) monosulfate (2),100002029,Lipid,Androgenic Steroids,5,4.339796861,4.339796861,2.819237148,0.598802395,3.36317445,0.36101083,TRUE,TRUE,TRUE
4-hydroxycoumarin,4-hydroxycoumarin,100002049,Xenobiotics,Drug - Cardiovascular,5,15.97414589,15.97414589,8.126036484,12.3752495,12.94459231,6.438026474,TRUE,TRUE,TRUE
pregnenediol sulfate (c21h34o5s),pregnenediol sulfate (C21H34O5S)*,100002067,Lipid,Pregnenolone Steroids,5,0.165837479,,0.165837479,,,0.020056157,TRUE,TRUE,TRUE
2-hydroxyglutarate,2-hydroxyglutarate,100002070,Lipid,Fatty Acid	 Dicarboxylate,5,22.16066482,22.16066482,,1.19760479,0.072586499,0.240673887,TRUE,TRUE,TRUE
gamma-cehc,gamma-CEHC,100002094,Cofactors and Vitamins,Tocopherol Metabolism,5,0.165837479,0.0923,0.165837479,,0.048390999,0.080224629,TRUE,TRUE,TRUE
n-acetyl-beta-alanine,N-acetyl-beta-alanine,100002102,Nucleotide,Pyrimidine Metabolism	 Uracil containing,5,1.754385965,1.754385965,0.165837479,0.199600798,0.048390999,0.601684717,TRUE,TRUE,TRUE
sphingomyelin (d18:1/18:1 d18:2/18:0),sphingomyelin (d18:1/18:1 d18:2/18:0),100002106,Lipid,Sphingomyelins,5,0.040112314,,,,,0.040112314,TRUE,TRUE,TRUE
palmitoyl sphingomyelin (d18:1/16:0),palmitoyl sphingomyelin (d18:1/16:0),100002107,Lipid,Sphingomyelins,5,0.0,,,,,,TRUE,TRUE,TRUE
cysteine sulfinic acid,cysteine sulfinic acid,100002113,Amino Acid,Methionine	 Cysteine	 SAM and Taurine Metabolism,5,17.5892499,1.385041551,1.326699834,12.5748503,14.34793128,17.5892499,TRUE,TRUE,TRUE
3-hydroxyhippurate,3-hydroxyhippurate,100002122,Xenobiotics,Benzoate Metabolism,5,0.798403194,0.369344414,,0.798403194,0.411323494,0.120336943,TRUE,TRUE,TRUE
16a-hydroxy dhea 3-sulfate,16a-hydroxy DHEA 3-sulfate,100002126,Lipid,Androgenic Steroids,5,0.829187396,0.461680517,0.829187396,0.199600798,0.145172998,0.120336943,TRUE,TRUE,TRUE
17alpha-hydroxypregnenolone 3-sulfate,17alpha-hydroxypregnenolone 3-sulfate,100002128,Lipid,Pregnenolone Steroids,5,58.3747927,39.98153278,58.3747927,34.53093812,37.52721994,24.3882872,TRUE,FALSE,TRUE
pregnenolone sulfate,pregnenolone sulfate,100002129,Lipid,Pregnenolone Steroids,5,5.078485688,5.078485688,0.331674959,,1.282361481,2.306458083,TRUE,TRUE,TRUE
andro steroid monosulfate c19h28o6s (1),andro steroid monosulfate C19H28O6S (1)*,100002152,Lipid,Androgenic Steroids,5,23.38308458,8.864265928,23.38308458,3.79241517,7.790950883,3.690332932,TRUE,TRUE,TRUE
betonicine,betonicine,100002153,Xenobiotics,Food Component/Plant,2,100.0,NA,NA,NA,44.39874183,100,FALSE,FALSE,TRUE
ergothioneine,ergothioneine,100002154,Xenobiotics,Food Component/Plant,5,0.165837479,,0.165837479,,0.072586499,0.060168472,TRUE,TRUE,TRUE
s-methylmethionine,S-methylmethionine,100002183,Amino Acid,Methionine	 Cysteine	 SAM and Taurine Metabolism,5,46.72206833,46.72206833,38.30845771,41.31736527,24.82458263,27.85800241,TRUE,TRUE,TRUE
indole-3-carboxylate,indole-3-carboxylate,100002185,Amino Acid,Tryptophan Metabolism,5,31.13772455,26.59279778,14.59369818,31.13772455,12.02516332,3.088648215,TRUE,TRUE,TRUE
13-hode + 9-hode,13-HODE + 9-HODE,100002196,Lipid,Fatty Acid	 Monohydroxy,5,2.954755309,2.954755309,0.331674959,,0.145172998,0.120336943,TRUE,TRUE,TRUE
tridecenedioate (c13:1-dc),tridecenedioate (C13:1-DC)*,100002199,Lipid,Fatty Acid	 Dicarboxylate,5,2.308402585,2.308402585,,,0.145172998,0.120336943,TRUE,TRUE,TRUE
n-acetyl-3-methylhistidine,N-acetyl-3-methylhistidine*,100002204,Amino Acid,Histidine Metabolism,5,68.05170822,68.05170822,23.38308458,25.3493014,8.274860876,22.92418773,TRUE,FALSE,TRUE
n-acetyl-cadaverine,N-acetyl-cadaverine,100002249,Amino Acid,Lysine Metabolism,2,100.0,NA,NA,NA,72.27195742,100,FALSE,FALSE,TRUE
cinnamoylglycine,cinnamoylglycine,100002253,Xenobiotics,Food Component/Plant,5,3.411565449,3.324099723,0.995024876,3.193612774,3.411565449,1.062976334,TRUE,TRUE,TRUE
cis-4-decenoylcarnitine (c10:1),cis-4-decenoylcarnitine (C10:1),100002259,Lipid,Fatty Acid Metabolism (Acyl Carnitine	 Monounsaturated),5,0.0,,,,,,TRUE,TRUE,TRUE
2s 3r-dihydroxybutyrate,2S 3R-dihydroxybutyrate,100002284,Lipid,Fatty Acid	 Dihydroxy,5,0.241954996,,0.165837479,0.199600798,0.241954996,0.020056157,TRUE,TRUE,TRUE
carbamazepine 10 11-epoxide,carbamazepine 10 11-epoxide*,100002321,Xenobiotics,Drug - Neurological,5,99.67910148,99.63065559,99.33665008,99.6007984,99.63706751,99.67910148,TRUE,FALSE,TRUE
carbamazepine glucuronide,carbamazepine glucuronide*,100002322,Xenobiotics,Drug - Neurological,5,99.67910148,99.63065559,99.33665008,99.6007984,99.61287201,99.67910148,TRUE,FALSE,TRUE
(12 or 13)-methylmyristate (a15:0 or i15:0),(12 or 13)-methylmyristate (a15:0 or i15:0),100002344,Lipid,"Fatty Acid, Branched",4,100.0,NA,61.52570481,66.86626747,25.01814662,100,FALSE,FALSE,TRUE
(16 or 17)-methylstearate (a19:0 or i19:0),(16 or 17)-methylstearate (a19:0 or i19:0),100002356,Lipid,Fatty Acid	 Branched,5,0.0923,0.0923,,,,0.020056157,TRUE,TRUE,TRUE
2r 3r-dihydroxybutyrate,2R 3R-dihydroxybutyrate,100002367,Lipid,Fatty Acid	 Dihydroxy,5,0.096781999,,,,0.096781999,0.020056157,TRUE,TRUE,TRUE
1-hydroxy-2-naphthalenecarboxylate,1-hydroxy-2-naphthalenecarboxylate,100002394,Xenobiotics,Drug - Other,5,98.86281152,97.4145891,97.34660033,98.20359281,98.86281152,97.91415965,TRUE,FALSE,TRUE
alpha-ketoglutaramate,alpha-ketoglutaramate*,100002397,Amino Acid,Glutamate Metabolism,5,18.74422899,18.74422899,,,0.048390999,0.160449258,TRUE,TRUE,TRUE
metformin,metformin,100002405,Xenobiotics,Drug - Metabolic,5,99.00199601,96.39889197,92.53731343,99.00199601,93.85434309,97.01163257,TRUE,FALSE,TRUE
ibuprofen acyl glucuronide,ibuprofen acyl glucuronide,100002406,Xenobiotics,Drug - Analgesics	 Anesthetics,5,99.44598338,99.44598338,96.68325041,97.40518962,96.61263005,95.58764541,TRUE,FALSE,TRUE
3-hydroxyquinine,3-hydroxyquinine,100002410,Xenobiotics,Drug - Antibiotic,3,98.99719214,97.4145891,NA,NA,98.42729252,98.99719214,FALSE,FALSE,TRUE
2 3-dihydroxyisovalerate,2 3-dihydroxyisovalerate,100002417,Xenobiotics,Food Component/Plant,5,2.080812969,0.646352724,,,2.080812969,0.661853189,TRUE,TRUE,TRUE
allopurinol riboside,allopurinol riboside,100002454,Xenobiotics,Drug - Metabolic,4,100.0,98.79963066,98.67330017,NA,99.49189451,100,FALSE,FALSE,TRUE
3-methylglutaconate,3-methylglutaconate,100002458,Amino Acid,Leucine	 Isoleucine and Valine Metabolism,5,0.0241955,,,,0.0241955,0.020056157,TRUE,TRUE,TRUE
5-(galactosylhydroxy)-l-lysine,5-(galactosylhydroxy)-L-lysine,100002462,Amino Acid,Lysine Metabolism,5,19.25391095,3.970452447,0.165837479,6.387225549,6.242438906,19.25391095,TRUE,TRUE,TRUE
cysteinylglycine disulfide,cysteinylglycine disulfide*,100002466,Amino Acid,Glutathione Metabolism,5,0.020056157,,,,,0.020056157,TRUE,TRUE,TRUE
isoursodeoxycholate,isoursodeoxycholate,100002488,Lipid,Secondary Bile Acid Metabolism,5,0.663349917,0.369344414,0.663349917,0.598802395,0.290345996,0.180505415,TRUE,TRUE,TRUE
oxypurinol,oxypurinol,100002489,Xenobiotics,Drug - Metabolic,5,99.6007984,92.24376731,98.00995025,99.6007984,99.12896201,99.37825913,TRUE,FALSE,TRUE
formiminoglutamate,formiminoglutamate,100002500,Amino Acid,Histidine Metabolism,5,0.94263939,0.0923,0.331674959,0.598802395,0.750060489,0.94263939,TRUE,TRUE,TRUE
hydantoin-5-propionate,hydantoin-5-propionate,100002514,Amino Acid,Histidine Metabolism,5,9.695290859,9.695290859,,0.798403194,1.621098476,1.584436422,TRUE,TRUE,TRUE
sulfate,sulfate*,100002528,Xenobiotics,Chemical,5,0.0,,,,,,TRUE,TRUE,TRUE
4-hydroxy-2-oxoglutaric acid,4-hydroxy-2-oxoglutaric acid,100002537,Lipid,Fatty Acid	 Dicarboxylate,5,8.771929825,8.771929825,5.970149254,2.395209581,1.282361481,1.825110309,TRUE,TRUE,TRUE
4-hydroxyglutamate,4-hydroxyglutamate,100002544,Amino Acid,Glutamate Metabolism,5,25.11542013,25.11542013,7.462686567,18.16367265,15.43672877,9.967910148,TRUE,TRUE,TRUE
l-urobilin,L-urobilin,100002568,Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,5,54.49257922,32.5023084,27.52902156,23.55289421,53.71400919,54.49257922,TRUE,FALSE,TRUE
pantoate,pantoate,100002613,Cofactors and Vitamins,Pantothenate and CoA Metabolism,5,32.57119936,27.97783934,29.85074627,28.94211577,14.83184128,32.57119936,TRUE,TRUE,TRUE
sedoheptulose,sedoheptulose,100002619,Carbohydrate,Pentose Metabolism,4,100.0,NA,46.26865672,61.8762475,35.13186547,100,FALSE,FALSE,TRUE
norcotinine,norcotinine,100002715,Xenobiotics,Tobacco Metabolite,5,95.02487562,75.53093259,95.02487562,81.63672655,82.72441326,84.4765343,TRUE,FALSE,TRUE
hydroxycotinine,hydroxycotinine,100002717,Xenobiotics,Tobacco Metabolite,5,94.02985075,63.52723915,94.02985075,78.04391218,72.73167191,77.1560369,TRUE,FALSE,TRUE
cotinine n-oxide,cotinine N-oxide,100002719,Xenobiotics,Tobacco Metabolite,5,94.19568823,72.57617729,94.19568823,84.43113772,75.00604887,80.12434817,TRUE,FALSE,TRUE
omeprazole,omeprazole,100002725,Xenobiotics,Drug - Gastrointestinal,5,99.8003992,93.62880886,98.00995025,99.8003992,95.16090007,96.99157641,TRUE,FALSE,TRUE
atenolol,atenolol,100002726,Xenobiotics,Drug - Cardiovascular,5,99.4011976,94.09048938,94.85903814,99.4011976,98.74183402,99.03730445,TRUE,FALSE,TRUE
diphenhydramine,diphenhydramine,100002732,Xenobiotics,Drug - Respiratory,3,100.0,99.81532779,NA,NA,99.903218,100,FALSE,FALSE,TRUE
hydrochlorothiazide,hydrochlorothiazide,100002734,Xenobiotics,Drug - Cardiovascular,5,99.8003992,99.53831948,96.35157546,99.8003992,96.70941205,96.34977938,TRUE,FALSE,TRUE
ranitidine,ranitidine,100002735,Xenobiotics,Drug - Gastrointestinal,4,99.69915764,98.79963066,99.50248756,NA,99.54028551,99.69915764,FALSE,FALSE,TRUE
nicotine,nicotine,100002736,Xenobiotics,Tobacco Metabolite,4,100.0,NA,99.33665008,94.61077844,95.78998306,100,FALSE,FALSE,TRUE
s-methylcysteine,S-methylcysteine,100002749,Amino Acid,Methionine	 Cysteine	 SAM and Taurine Metabolism,5,0.184672207,0.184672207,,,,0.020056157,TRUE,TRUE,TRUE
androsterone glucuronide,androsterone glucuronide,100002761,Lipid,Androgenic Steroids,5,7.462686567,2.493074792,7.462686567,0.199600798,2.395354464,1.083032491,TRUE,TRUE,TRUE
argininate,argininate*,100002769,Amino Acid,Urea cycle Arginine and Proline Metabolism,5,0.369344414,0.369344414,,,0.193563997,0.060168472,TRUE,TRUE,TRUE
solanidine,solanidine,100002773,Xenobiotics,Food Component/Plant,5,77.00831025,77.00831025,58.04311774,74.25149701,71.69126542,72.62334537,TRUE,FALSE,TRUE
2-oxoarginine,2-oxoarginine*,100002784,Amino Acid,Urea cycle Arginine and Proline Metabolism,5,3.601108033,3.601108033,,,,0.020056157,TRUE,TRUE,TRUE
cis-4-decenoate (10:1n6),cis-4-decenoate (10:1n6)*,100002796,Lipid,Medium Chain Fatty Acid,5,3.23176362,3.23176362,0.165837479,0.399201597,0.483909993,0.58162856,TRUE,TRUE,TRUE
atorvastatin (lipitor),atorvastatin (lipitor),100002802,Xenobiotics,Drug - Metabolic,3,97.82240503,97.78393352,NA,NA,97.82240503,97.11191336,FALSE,FALSE,TRUE
sertraline,sertraline,100002804,Xenobiotics,Drug - Psychoactive,3,99.9076639,99.9076639,NA,NA,98.93539802,99.8596069,FALSE,FALSE,TRUE
gabapentin,gabapentin,100002806,Xenobiotics,Drug - Neurological,3,99.66832504,NA,99.66832504,NA,99.61287201,99.63898917,FALSE,FALSE,TRUE
venlafaxine,venlafaxine,100002807,Xenobiotics,Drug - Psychoactive,5,99.72299169,99.72299169,99.33665008,99.4011976,98.66924752,98.67629362,TRUE,FALSE,TRUE
pantoprazole,pantoprazole,100002808,Xenobiotics,Drug - Gastrointestinal,4,99.9076639,99.9076639,99.50248756,NA,99.806436,99.83955074,FALSE,FALSE,TRUE
quetiapine,quetiapine,100002809,Xenobiotics,Drug - Psychoactive,3,99.83416252,NA,99.83416252,NA,99.7338495,99.75932611,FALSE,FALSE,TRUE
ethyl glucuronide,ethyl glucuronide,100002849,Xenobiotics,Chemical,5,81.90212373,81.90212373,13.43283582,62.2754491,62.10984757,38.66827116,TRUE,FALSE,TRUE
glycyrrhetinate,glycyrrhetinate,100002856,Xenobiotics,Food Component/Plant,5,94.52736318,85.87257618,94.52736318,79.44111776,64.81974353,68.55194545,TRUE,FALSE,TRUE
1-lignoceroyl-gpc (24:0),1-lignoceroyl-GPC (24:0),100002873,Lipid,Lysophospholipid,5,2.216066482,2.216066482,1.990049751,,0.556496492,0.120336943,TRUE,TRUE,TRUE
1-(1-enyl-palmitoyl)-gpc (p-16:0),1-(1-enyl-palmitoyl)-GPC (P-16:0)*,100002875,Lipid,Lysoplasmalogen,5,0.040112314,,,,,0.040112314,TRUE,TRUE,TRUE
1-methyl-5-imidazoleacetate,1-methyl-5-imidazoleacetate,100002910,Amino Acid,Histidine Metabolism,5,0.995024876,0.646352724,0.995024876,0.798403194,0.556496492,0.381066988,TRUE,TRUE,TRUE
glycoursodeoxycholate,glycoursodeoxycholate,100002911,Lipid,Secondary Bile Acid Metabolism,5,5.788423154,0.646352724,4.145936982,5.788423154,0.895233487,0.541516245,TRUE,TRUE,TRUE
ursocholate,ursocholate,100002913,Lipid,Secondary Bile Acid Metabolism,4,100.0,NA,33.83084577,70.85828343,94.70118558,100,FALSE,FALSE,TRUE
s-methylcysteine sulfoxide,S-methylcysteine sulfoxide,100002927,Amino Acid,Methionine	 Cysteine	 SAM and Taurine Metabolism,5,0.020056157,,,,,0.020056157,TRUE,TRUE,TRUE
(14 or 15)-methylpalmitate (a17:0 or i17:0),(14 or 15)-methylpalmitate (a17:0 or i17:0),100002945,Lipid,Fatty Acid	 Branched,5,14.97005988,9.879963066,10.11608624,14.97005988,0.072586499,0.020056157,TRUE,TRUE,TRUE
eicosanedioate (c20-dc),eicosanedioate (C20-DC),100002951,Lipid,Fatty Acid	 Dicarboxylate,5,0.040112314,,,,,0.040112314,TRUE,TRUE,TRUE
16-hydroxypalmitate,16-hydroxypalmitate,100002953,Lipid,"Fatty Acid, Monohydroxy",4,0.0,NA,,,,,FALSE,FALSE,TRUE
quinine,quinine,100002968,Xenobiotics,Drug - Antibiotic,5,99.8003992,96.30655586,99.33665008,99.8003992,97.31429954,95.48736462,TRUE,FALSE,TRUE
