normalized_name,ghosh_chemical_name,ghosh_chem_id,ghosh_super_pathway,ghosh_sub_pathway,ghosh_nr_cohorts_present,ghosh_max_missingness,ghosh_percent_missing_MDCS,ghosh_percent_missing_PIVUS,ghosh_percent_missing_POEM,ghosh_percent_missing_SCAPIS_M,ghosh_percent_missing_SCAPIS_U,ghosh_all5_cohorts,ghosh_core_50pct,source_ghosh_2024
oleoyl-linoleoyl-glycerol (18:1/18:2) [1],oleoyl-linoleoyl-glycerol (18:1/18:2) [1],100002989,Lipid,Diacylglycerol,5,2.155887231,,2.155887231,,1.161383983,1.143200963,TRUE,TRUE,TRUE
oleoyl-linoleoyl-glycerol (18:1/18:2) [2],oleoyl-linoleoyl-glycerol (18:1/18:2) [2],100002990,Lipid,Diacylglycerol,5,1.403338979,,1.326699834,0.199600798,1.403338979,0.320898516,TRUE,TRUE,TRUE
1-(1-enyl-palmitoyl)-gpe (p-16:0),1-(1-enyl-palmitoyl)-GPE (P-16:0)*,100003000,Lipid,Lysoplasmalogen,5,0.040112314,,,,,0.040112314,TRUE,TRUE,TRUE
1-(1-enyl-stearoyl)-gpe (p-18:0),1-(1-enyl-stearoyl)-GPE (P-18:0)*,100003001,Lipid,Lysoplasmalogen,5,0.040112314,,,,,0.040112314,TRUE,TRUE,TRUE
doxycycline,doxycycline,100003009,Xenobiotics,Drug - Antibiotic,4,99.951609,99.07663897,99.66832504,NA,99.951609,99.77938227,FALSE,FALSE,TRUE
n-oleoyltaurine,N-oleoyltaurine,100003119,Lipid,Endocannabinoid,4,12.7744511,NA,5.140961857,12.7744511,10.45245584,1.464099479,FALSE,FALSE,TRUE
linoleoylcarnitine (c18:2),linoleoylcarnitine (C18:2)*,100003151,Lipid,Fatty Acid Metabolism (Acyl Carnitine	 Polyunsaturated),5,0.040112314,,,,,0.040112314,TRUE,TRUE,TRUE
valylleucine,valylleucine,100003210,Peptide,Dipeptide,3,100.0,51.15420129,NA,NA,18.17082023,100,FALSE,FALSE,TRUE
n-stearoyltaurine,N-stearoyltaurine,100003240,Lipid,Endocannabinoid,5,37.02677747,37.02677747,29.51907131,36.32734531,20.92910719,12.25431207,TRUE,TRUE,TRUE
2-o-methylascorbic acid,2-O-methylascorbic acid,100003258,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,5,0.020056157,,,,,0.020056157,TRUE,TRUE,TRUE
carboxyethyl-gaba,carboxyethyl-GABA,100003260,Amino Acid,Glutamate Metabolism,5,1.200369344,1.200369344,0.663349917,0.399201597,0.725864989,0.842358604,TRUE,TRUE,TRUE
beta-citrylglutamate,beta-citrylglutamate,100003271,Amino Acid,Glutamate Metabolism,5,1.596806387,,,1.596806387,,0.080224629,TRUE,TRUE,TRUE
trimethylamine n-oxide,trimethylamine N-oxide,100003397,Lipid,Phospholipid Metabolism,5,0.0,,,,,,TRUE,TRUE,TRUE
n6-methyllysine,N6-methyllysine,100003415,Amino Acid,Lysine Metabolism,5,0.020056157,,,,,0.020056157,TRUE,TRUE,TRUE
oseltamivir carboxylate (ro-64-0802/02),oseltamivir carboxylate (Ro-64-0802/02),100003431,Xenobiotics,Drug - Antiviral,2,100.0,NA,NA,NA,99.9758045,100,FALSE,FALSE,TRUE
dihydroferulate,dihydroferulate,100003432,Xenobiotics,Food Component/Plant,5,48.49578821,47.73776547,40.96185738,44.31137725,38.05952093,48.49578821,TRUE,TRUE,TRUE
imidazole propionate,imidazole propionate,100003434,Amino Acid,Histidine Metabolism,5,4.339796861,4.339796861,,,0.919428986,2.507019655,TRUE,TRUE,TRUE
clomipramine,clomipramine,100003438,Xenobiotics,Drug - Psychoactive,3,99.89971921,99.81532779,NA,NA,99.806436,99.89971921,FALSE,FALSE,TRUE
maprotiline,maprotiline,100003439,Xenobiotics,Drug - Psychoactive,3,100.0,99.16897507,NA,NA,99.49189451,100,FALSE,FALSE,TRUE
citalopram/escitalopram,citalopram/escitalopram,100003444,Xenobiotics,Drug - Psychoactive,5,98.43028624,98.43028624,96.0199005,97.80439122,96.85458505,96.28961091,TRUE,FALSE,TRUE
duloxetine,duloxetine,100003445,Xenobiotics,Drug - Psychoactive,2,99.59887686,NA,NA,NA,99.39511251,99.59887686,FALSE,FALSE,TRUE
mirtazapine,mirtazapine,100003450,Xenobiotics,Drug - Psychoactive,5,99.8003992,99.26131117,99.33665008,99.8003992,98.74183402,98.55595668,TRUE,FALSE,TRUE
pregnanediol-3-glucuronide,pregnanediol-3-glucuronide,100003470,Lipid,Progestin Steroids,5,6.001846722,6.001846722,3.648424544,1.996007984,1.403338979,1.584436422,TRUE,TRUE,TRUE
alliin,alliin,100003473,Xenobiotics,Food Component/Plant,5,77.93167128,77.93167128,41.95688226,17.36526946,19.6709412,39.24989972,TRUE,FALSE,TRUE
phenylalanylglycine,phenylalanylglycine,100003588,Peptide,Dipeptide,4,100.0,NA,3.150912106,7.185628743,51.58480523,100,FALSE,FALSE,TRUE
valylglycine,valylglycine,100003641,Peptide,Dipeptide,3,100.0,26.13111727,NA,NA,21.17106218,100,FALSE,FALSE,TRUE
n-palmitoylglycine,N-palmitoylglycine,100003686,Lipid,Fatty Acid Metabolism (Acyl Glycine),5,2.123730379,2.123730379,0.165837479,1.19760479,0.266150496,0.100280786,TRUE,TRUE,TRUE
mannonate,mannonate*,100003695,Xenobiotics,Food Component/Plant,5,0.100280786,,,,0.048390999,0.100280786,TRUE,TRUE,TRUE
succinimide,succinimide,100003696,Xenobiotics,Chemical,4,56.13355916,NA,42.28855721,32.53493014,56.13355916,23.46570397,FALSE,FALSE,TRUE
norfluoxetine,norfluoxetine,100003769,Xenobiotics,Drug - Psychoactive,3,99.9076639,99.9076639,NA,NA,99.41930801,98.83674288,FALSE,FALSE,TRUE
lanthionine,lanthionine,100003892,Amino Acid,Methionine	 Cysteine	 SAM and Taurine Metabolism,5,17.60930606,10.15697138,1.824212272,0.598802395,10.01693685,17.60930606,TRUE,TRUE,TRUE
2-stearoyl-gpe (18:0),2-stearoyl-GPE (18:0)*,100003901,Lipid,Lysophospholipid,5,0.461680517,0.461680517,,,,0.22061773,TRUE,TRUE,TRUE
(r)-3-hydroxybutyrylcarnitine,(R)-3-hydroxybutyrylcarnitine,100003926,Lipid,Fatty Acid Metabolism (Acyl Carnitine	 Hydroxy),5,10.95066185,5.170821791,1.990049751,1.996007984,0.483909993,10.95066185,TRUE,TRUE,TRUE
5-hydroxymethyl-2-furoic acid,5-hydroxymethyl-2-furoic acid,100003954,Amino Acid,Tyrosine Metabolism,4,100.0,NA,55.05804312,84.23153693,70.69924994,100,FALSE,FALSE,TRUE
doxylamine,doxylamine,100003965,Xenobiotics,Drug - Respiratory,2,99.93983153,NA,NA,NA,99.9274135,99.93983153,FALSE,FALSE,TRUE
fexofenadine,fexofenadine,100004018,Xenobiotics,Drug - Respiratory,3,99.8596069,99.16897507,NA,NA,99.758045,99.8596069,FALSE,FALSE,TRUE
verapamil,verapamil,100004028,Xenobiotics,Drug - Cardiovascular,3,99.91977537,99.44598338,NA,NA,99.854827,99.91977537,FALSE,FALSE,TRUE
n-acetylcarnosine,N-acetylcarnosine,100004046,Amino Acid,Histidine Metabolism,5,3.028479743,1.200369344,,,0.290345996,3.028479743,TRUE,TRUE,TRUE
margaroylcarnitine (c17),margaroylcarnitine (C17)*,100004054,Lipid,Fatty Acid Metabolism (Acyl Carnitine	 Long Chain Saturated),5,1.990049751,1.108033241,1.990049751,,0.508105492,1.764941837,TRUE,TRUE,TRUE
n-methyltaurine,N-methyltaurine,100004056,Amino Acid,Methionine	 Cysteine	 SAM and Taurine Metabolism,5,50.78485688,50.78485688,37.47927032,29.74051896,18.82409872,31.46811071,TRUE,FALSE,TRUE
histidine betaine (hercynine),histidine betaine (hercynine)*,100004059,Xenobiotics,Food Component/Plant,5,48.19494585,31.85595568,1.658374793,0.399201597,17.32397774,48.19494585,TRUE,TRUE,TRUE
retinal,retinal,100004088,Cofactors and Vitamins,Vitamin A Metabolism,5,69.99076639,69.99076639,24.54394693,10.17964072,46.9150738,34.99799438,TRUE,FALSE,TRUE
2-hydroxydecanoate,2-hydroxydecanoate,100004089,Lipid,Fatty Acid	 Monohydroxy,5,0.020056157,,,,,0.020056157,TRUE,TRUE,TRUE
4-methylcatechol sulfate,4-methylcatechol sulfate,100004111,Xenobiotics,Benzoate Metabolism,5,0.399201597,0.184672207,,0.399201597,0.0241955,0.020056157,TRUE,TRUE,TRUE
3-methyl catechol sulfate (1),3-methyl catechol sulfate (1),100004112,Xenobiotics,Benzoate Metabolism,5,1.796407186,1.477377655,0.829187396,1.796407186,0.943624486,0.280786201,TRUE,TRUE,TRUE
2-hydroxyibuprofen,2-hydroxyibuprofen,100004169,Xenobiotics,Drug - Analgesics	 Anesthetics,5,98.15327793,98.15327793,96.68325041,97.40518962,90.32180015,90.9947854,TRUE,FALSE,TRUE
carboxyibuprofen,carboxyibuprofen,100004171,Xenobiotics,Drug - Analgesics	 Anesthetics,5,98.89196676,98.89196676,97.18076285,98.20359281,90.41858214,92.65944645,TRUE,FALSE,TRUE
o-desmethylvenlafaxine,O-desmethylvenlafaxine,100004173,Xenobiotics,Drug - Psychoactive,5,99.72299169,99.72299169,99.50248756,99.20159681,98.49987902,98.67629362,TRUE,FALSE,TRUE
zolpidem,zolpidem,100004174,Xenobiotics,Drug - Psychoactive,5,99.20159681,98.52262235,95.52238806,99.20159681,98.11275103,98.57601284,TRUE,FALSE,TRUE
warfarin,warfarin,100004175,Xenobiotics,Drug - Cardiovascular,5,99.8003992,92.15143121,86.73300166,99.8003992,99.08057101,99.41837144,TRUE,FALSE,TRUE
echinatin,echinatin,100004180,Xenobiotics,Food Component/Plant,2,100.0,NA,NA,NA,99.58867651,100,FALSE,FALSE,TRUE
3b-hydroxy-5-cholenoic acid,3b-hydroxy-5-cholenoic acid,100004182,Lipid,Secondary Bile Acid Metabolism,5,25.53897181,24.1920591,25.53897181,22.55489022,11.03314783,7.601283594,TRUE,TRUE,TRUE
guaiacol sulfate,guaiacol sulfate,100004208,Xenobiotics,Benzoate Metabolism,5,0.461680517,0.461680517,,0.199600798,0.0241955,0.020056157,TRUE,TRUE,TRUE
2-aminooctanoate,2-aminooctanoate,100004227,Lipid,Fatty Acid	 Amino,5,3.324099723,3.324099723,0.497512438,,0.290345996,0.060168472,TRUE,TRUE,TRUE
furosemide,furosemide,100004241,Xenobiotics,Drug - Cardiovascular,4,99.63898917,92.98245614,98.34162521,NA,99.27413501,99.63898917,FALSE,FALSE,TRUE
dimethyl sulfone,dimethyl sulfone,100004284,Xenobiotics,Chemical,5,39.05817175,39.05817175,,,0.072586499,4.031287605,TRUE,TRUE,TRUE
lansoprazole,lansoprazole,100004289,Xenobiotics,Drug - Gastrointestinal,2,100.0,NA,NA,NA,99.854827,100,FALSE,FALSE,TRUE
2-piperidinone,2-piperidinone,100004295,Xenobiotics,Food Component/Plant,5,2.031394275,2.031394275,0.165837479,,0.532300992,1.905334938,TRUE,TRUE,TRUE
n-acetyl-1-methylhistidine,N-acetyl-1-methylhistidine*,100004299,Amino Acid,Histidine Metabolism,5,4.43241075,0.923361034,2.32172471,0.399201597,0.532300992,4.43241075,TRUE,TRUE,TRUE
2-aminophenol sulfate,2-aminophenol sulfate,100004322,Xenobiotics,Food Component/Plant,5,0.387127994,0.0923,,0.199600798,0.387127994,0.180505415,TRUE,TRUE,TRUE
sphingomyelin (d18:1/14:0 d16:1/16:0),sphingomyelin (d18:1/14:0 d16:1/16:0)*,100004328,Lipid,Sphingomyelins,5,0.020056157,,,,,0.020056157,TRUE,TRUE,TRUE
sphingomyelin (d18:2/16:0 d18:1/16:1),sphingomyelin (d18:2/16:0 d18:1/16:1)*,100004329,Lipid,Sphingomyelins,5,0.020056157,,,,,0.020056157,TRUE,TRUE,TRUE
3-hydroxyadipate,3-hydroxyadipate,100004396,Lipid,Fatty Acid	 Dicarboxylate,5,32.5023084,32.5023084,14.92537313,5.788423154,13.1381563,12.73565985,TRUE,TRUE,TRUE
3-hydroxycotinine glucuronide,3-hydroxycotinine glucuronide,100004494,Xenobiotics,Tobacco Metabolite,5,94.19568823,74.23822715,94.19568823,80.43912176,76.48197435,79.98395507,TRUE,FALSE,TRUE
6-oxopiperidine-2-carboxylate,6-oxopiperidine-2-carboxylate,100004499,Amino Acid,Lysine Metabolism,5,7.296849088,6.278855032,7.296849088,5.988023952,2.056617469,0.100280786,TRUE,TRUE,TRUE
s-allylcysteine,S-allylcysteine,100004509,Xenobiotics,Food Component/Plant,5,56.55058043,3.78578024,56.55058043,15.76846307,26.7844181,22.78379462,TRUE,FALSE,TRUE
allopurinol,allopurinol,100004518,Xenobiotics,Drug - Metabolic,4,99.8003992,98.89196676,NA,99.8003992,99.61287201,99.75932611,FALSE,FALSE,TRUE
n-delta-acetylornithine,N-delta-acetylornithine,100004523,Amino Acid,Urea cycle Arginine and Proline Metabolism,5,0.020056157,,,,,0.020056157,TRUE,TRUE,TRUE
acisoga,acisoga,100004541,Amino Acid,Polyamine Metabolism,5,9.787626962,9.787626962,,0.399201597,1.064601984,0.140393101,TRUE,TRUE,TRUE
2-aminoheptanoate,2-aminoheptanoate,100004542,Lipid,Fatty Acid	 Amino,5,3.324099723,3.324099723,,,0.120977498,0.160449258,TRUE,TRUE,TRUE
benzoylcarnitine,benzoylcarnitine*,100004555,Xenobiotics,Chemical,5,78.8006418,16.89750693,0.331674959,7.784431138,19.21122671,78.8006418,TRUE,FALSE,TRUE
n-formylanthranilic acid,N-formylanthranilic acid,100004561,Amino Acid,Tryptophan Metabolism,5,7.584830339,1.015697138,5.140961857,7.584830339,5.419791919,1.062976334,TRUE,TRUE,TRUE
n2 n5-diacetylornithine,N2 N5-diacetylornithine,100004575,Amino Acid,Urea cycle Arginine and Proline Metabolism,5,5.081054924,3.693444137,0.829187396,2.594810379,5.081054924,0.661853189,TRUE,TRUE,TRUE
1h-indole-7-acetic acid,1H-indole-7-acetic acid,100004601,Xenobiotics,Bacterial/Fungal,4,100.0,NA,6.467661692,16.56686627,12.19453182,100,FALSE,FALSE,TRUE
methionine sulfone,methionine sulfone,100004635,Amino Acid,Methionine	 Cysteine	 SAM and Taurine Metabolism,5,0.020056157,,,,,0.020056157,TRUE,TRUE,TRUE
1-linolenoyl-gpc (18:3),1-linolenoyl-GPC (18:3)*,100005350,Lipid,Lysophospholipid,5,0.040112314,,,,,0.040112314,TRUE,TRUE,TRUE
n-acetylalliin,N-acetylalliin,100005367,Xenobiotics,Food Component/Plant,5,63.15789474,63.15789474,59.53565506,45.30938124,21.60658118,33.75451264,TRUE,FALSE,TRUE
1-(1-enyl-oleoyl)-gpe (p-18:1),1-(1-enyl-oleoyl)-GPE (P-18:1)*,100005372,Lipid,Lysoplasmalogen,5,1.160862355,0.738688827,1.160862355,0.199600798,0.556496492,0.060168472,TRUE,TRUE,TRUE
fructosyllysine,fructosyllysine,100005373,Amino Acid,Lysine Metabolism,5,0.020056157,,,,,0.020056157,TRUE,TRUE,TRUE
o-sulfo-l-tyrosine,O-sulfo-L-tyrosine,100005384,Xenobiotics,Chemical,5,0.020056157,,,,,0.020056157,TRUE,TRUE,TRUE
ferulic acid 4-sulfate,ferulic acid 4-sulfate,100005389,Xenobiotics,Food Component/Plant,5,75.249501,44.96768236,69.65174129,75.249501,69.61045246,57.48094665,TRUE,FALSE,TRUE
3-(3-hydroxyphenyl)propionate sulfate,3-(3-hydroxyphenyl)propionate sulfate,100005391,Xenobiotics,Benzoate Metabolism,5,36.32734531,25.76177285,23.71475954,36.32734531,32.80909751,15.28279182,TRUE,TRUE,TRUE
etiocholanolone glucuronide,etiocholanolone glucuronide,100005403,Lipid,Androgenic Steroids,5,5.078485688,5.078485688,2.819237148,0.399201597,3.242196951,1.143200963,TRUE,TRUE,TRUE
17alpha-hydroxypregnanolone glucuronide,17alpha-hydroxypregnanolone glucuronide,100005418,Lipid,Pregnenolone Steroids,5,100.0,21.23730379,18.4079602,18.36327345,10.50084684,100,TRUE,FALSE,TRUE
n-acetyltaurine,N-acetyltaurine,100005466,Amino Acid,Methionine	 Cysteine	 SAM and Taurine Metabolism,5,8.956602031,8.956602031,,0.798403194,0.145172998,0.020056157,TRUE,TRUE,TRUE
1-oleoyl-gpg (18:1),1-oleoyl-GPG (18:1)*,100005716,Lipid,Lysophospholipid,4,100.0,NA,41.79104478,70.65868263,29.05879506,100,FALSE,FALSE,TRUE
1-palmitoyl-gpg (16:0),1-palmitoyl-GPG (16:0)*,100005717,Lipid,Lysophospholipid,5,28.71652816,28.71652816,18.90547264,22.75449102,2.250181466,4.091456077,TRUE,TRUE,TRUE
9-hydroxystearate,9-hydroxystearate,100005834,Lipid,Fatty Acid	 Monohydroxy,5,8.679593721,8.679593721,4.311774461,7.584830339,5.685942415,1.263537906,TRUE,TRUE,TRUE
oxycodone,oxycodone,100005837,Xenobiotics,"Drug - Analgesics, Anesthetics",2,100.0,NA,NA,NA,99.7338495,100,FALSE,FALSE,TRUE
3-methylglutarylcarnitine (2),3-methylglutarylcarnitine (2),100005850,Amino Acid,Leucine	 Isoleucine and Valine Metabolism,5,0.27700831,0.27700831,0.165837479,,0.169368497,0.240673887,TRUE,TRUE,TRUE
methyl glucopyranoside (alpha + beta),methyl glucopyranoside (alpha + beta),100005864,Xenobiotics,Food Component/Plant,5,7.663896584,7.663896584,3.316749585,1.397205589,2.879264457,1.203369434,TRUE,TRUE,TRUE
o-hydroxyatorvastatin,o-hydroxyatorvastatin,100005933,Xenobiotics,Drug - Metabolic,3,97.78393352,97.78393352,NA,NA,97.72562303,97.11191336,FALSE,FALSE,TRUE
o-hydroxyatorvastatin lactone,o-hydroxyatorvastatin lactone,100005937,Xenobiotics,Drug - Metabolic,3,100.0,98.15327793,NA,NA,97.74981853,100,FALSE,FALSE,TRUE
atorvastatin lactone,atorvastatin lactone,100005940,Xenobiotics,Drug - Metabolic,3,100.0,97.78393352,NA,NA,98.42729252,100,FALSE,FALSE,TRUE
2-propyl-4-pentenoate (4-ene-valproate),2-propyl-4-pentenoate (4-ene-valproate),100005952,Xenobiotics,Drug - Neurological,2,99.89971921,NA,NA,NA,99.806436,99.89971921,FALSE,FALSE,TRUE
sphingomyelin (d18:2/14:0 d18:1/14:1),sphingomyelin (d18:2/14:0 d18:1/14:1)*,100005985,Lipid,Sphingomyelins,5,0.040112314,,,,,0.040112314,TRUE,TRUE,TRUE
sphingomyelin (d18:1/24:1 d18:2/24:0),sphingomyelin (d18:1/24:1 d18:2/24:0)*,100005986,Lipid,Sphingomyelins,5,0.0,,,,,,TRUE,TRUE,TRUE
octadecenedioylcarnitine (c18:1-dc),octadecenedioylcarnitine (C18:1-DC)*,100005996,Lipid,Fatty Acid Metabolism (Acyl Carnitine	 Dicarboxylate),5,0.798403194,0.0923,0.497512438,0.798403194,0.0241955,0.461291617,TRUE,TRUE,TRUE
octadecanedioylcarnitine (c18-dc),octadecanedioylcarnitine (C18-DC)*,100005998,Lipid,Fatty Acid Metabolism (Acyl Carnitine	 Dicarboxylate),5,7.040890394,3.50877193,,0.798403194,7.040890394,4.151624549,TRUE,TRUE,TRUE
"n,o-didesmethylvenlafaxine glucuronide","N,O-didesmethylvenlafaxine glucuronide",100006001,Xenobiotics,Drug - Psychoactive,4,99.33665008,NA,99.33665008,99.20159681,98.74183402,98.77657441,FALSE,FALSE,TRUE
5alpha-androstan-3alpha 17beta-diol monosulfate (2),5alpha-androstan-3alpha 17beta-diol monosulfate (2),100006005,Lipid,Androgenic Steroids,5,38.88888889,32.5023084,35.15754561,15.76846307,15.84805226,38.88888889,TRUE,TRUE,TRUE
myristoleoylcarnitine (c14:1),myristoleoylcarnitine (C14:1)*,100006051,Lipid,Fatty Acid Metabolism (Acyl Carnitine	 Monounsaturated),5,0.020056157,,,,,0.020056157,TRUE,TRUE,TRUE
n-formylphenylalanine,N-formylphenylalanine,100006056,Amino Acid,Tyrosine Metabolism,5,23.75249501,1.939058172,5.140961857,23.75249501,10.37986934,0.621740874,TRUE,TRUE,TRUE
4-hydroxychlorothalonil,4-hydroxychlorothalonil,100006082,Xenobiotics,Chemical,5,9.618573798,2.031394275,9.618573798,7.385229541,2.613113961,0.300842359,TRUE,TRUE,TRUE
isoeugenol sulfate,isoeugenol sulfate,100006089,Xenobiotics,Food Component/Plant,5,64.47105788,31.39427516,63.51575456,64.47105788,59.20638761,44.38427597,TRUE,FALSE,TRUE
tyramine o-sulfate,tyramine O-sulfate,100006092,Amino Acid,Tyrosine Metabolism,5,32.8358209,16.71283472,32.8358209,18.76247505,24.00193564,8.965102286,TRUE,TRUE,TRUE
3-hydroxypyridine sulfate,3-hydroxypyridine sulfate,100006098,Xenobiotics,Chemical,5,0.497512438,,0.497512438,0.399201597,0.266150496,0.120336943,TRUE,TRUE,TRUE
4-methylguaiacol sulfate,4-methylguaiacol sulfate,100006105,Xenobiotics,Benzoate Metabolism,5,26.14770459,13.94275162,19.40298507,26.14770459,20.71134769,10.16847172,TRUE,TRUE,TRUE
phenylacetylcarnitine,phenylacetylcarnitine,100006108,Peptide,Acetylated Peptides,5,8.624147613,0.55401662,,0.199600798,0.169368497,8.624147613,TRUE,TRUE,TRUE
arabonate/xylonate,arabonate/xylonate,100006115,Carbohydrate,Pentose Metabolism,5,0.338736995,,,,0.338736995,0.080224629,TRUE,TRUE,TRUE
methyl-4-hydroxybenzoate sulfate,methyl-4-hydroxybenzoate sulfate,100006116,Xenobiotics,Benzoate Metabolism,5,8.855552867,2.493074792,7.794361526,5.189620758,8.855552867,2.9081428,TRUE,TRUE,TRUE
1-dihomo-linolenylglycerol (20:3),1-dihomo-linolenylglycerol (20:3),100006121,Lipid,Monoacylglycerol,5,55.28942116,25.76177285,19.40298507,55.28942116,34.40600048,14.21981548,TRUE,FALSE,TRUE
4-vinylguaiacol sulfate,4-vinylguaiacol sulfate,100006126,Xenobiotics,Food Component/Plant,5,72.25548902,21.32963989,54.3946932,72.25548902,52.79458021,49.05736061,TRUE,FALSE,TRUE
vanillactate,vanillactate,100006129,Amino Acid,Tyrosine Metabolism,3,8.771929825,8.771929825,NA,NA,7.694168885,2.226233454,FALSE,FALSE,TRUE
eugenol sulfate,eugenol sulfate,100006171,Xenobiotics,Food Component/Plant,5,34.73053892,12.55771006,34.16252073,34.73053892,24.72780063,17.68953069,TRUE,TRUE,TRUE
pregnanolone/allopregnanolone sulfate,pregnanolone/allopregnanolone sulfate,100006173,Lipid,Progestin Steroids,5,100.0,67.77469991,76.28524046,56.28742515,69.87660295,100,TRUE,FALSE,TRUE
2-methoxyresorcinol sulfate,2-methoxyresorcinol sulfate,100006184,Xenobiotics,Chemical,5,77.44510978,62.32686981,67.1641791,77.44510978,66.29566901,69.83553951,TRUE,FALSE,TRUE
candesartan,candesartan,100006187,Xenobiotics,Drug - Cardiovascular,4,98.66924752,97.322253,98.00995025,NA,98.66924752,96.99157641,FALSE,FALSE,TRUE
2-acetamidophenol sulfate,2-acetamidophenol sulfate,100006190,Xenobiotics,Food Component/Plant,5,15.72707476,9.510618652,3.980099502,13.57285429,15.72707476,9.245888488,TRUE,TRUE,TRUE
p-cresol glucuronide,p-cresol glucuronide*,100006191,Amino Acid,Tyrosine Metabolism,5,5.389221557,4.247460757,0.829187396,5.389221557,4.935881926,1.96550341,TRUE,TRUE,TRUE
acesulfame,acesulfame,100006203,Xenobiotics,Food Component/Plant,5,86.88827331,86.88827331,69.15422886,65.46906188,63.53738205,63.91897312,TRUE,FALSE,TRUE
propyl 4-hydroxybenzoate,propyl 4-hydroxybenzoate,100006205,Xenobiotics,Benzoate Metabolism,4,100.0,NA,80.92868988,88.62275449,90.00725865,100,FALSE,FALSE,TRUE
n-acetyl sulfapyridine,N-acetyl sulfapyridine,100006229,Xenobiotics,Drug - Antibiotic,5,99.83416252,99.81532779,99.83416252,99.8003992,99.8306315,99.67910148,TRUE,FALSE,TRUE
valsartan,valsartan,100006232,Xenobiotics,Drug - Cardiovascular,4,99.9076639,99.9076639,99.33665008,NA,99.34672151,99.87966306,FALSE,FALSE,TRUE
bendroflumethiazide,bendroflumethiazide,100006238,Xenobiotics,Drug - Cardiovascular,3,99.8596069,99.81532779,NA,NA,99.7822405,99.8596069,FALSE,FALSE,TRUE
6-hydroxyindole sulfate,6-hydroxyindole sulfate,100006260,Xenobiotics,Chemical,5,0.598802395,0.0923,0.165837479,0.598802395,0.120977498,0.100280786,TRUE,TRUE,TRUE
4-methoxyphenol sulfate,4-methoxyphenol sulfate,100006262,Amino Acid,Tyrosine Metabolism,5,31.84079602,29.6398892,31.84079602,25.94810379,10.64601984,4.21179302,TRUE,TRUE,TRUE
propyl 4-hydroxybenzoate sulfate,propyl 4-hydroxybenzoate sulfate,100006264,Xenobiotics,Benzoate Metabolism,5,70.04597145,41.45891043,57.04809287,54.89021956,70.04597145,62.37464902,TRUE,FALSE,TRUE
umbelliferone sulfate,umbelliferone sulfate,100006282,Xenobiotics,Food Component/Plant,5,69.98341625,24.1920591,69.98341625,56.28742515,48.60875877,28.35940634,TRUE,FALSE,TRUE
sphingomyelin (d18:1/20:0 d16:1/22:0),sphingomyelin (d18:1/20:0 d16:1/22:0)*,100006290,Lipid,Sphingomyelins,5,0.0,,,,,,TRUE,TRUE,TRUE
sphingomyelin (d18:1/20:1 d18:2/20:0),sphingomyelin (d18:1/20:1 d18:2/20:0)*,100006292,Lipid,Sphingomyelins,5,0.040112314,,,,,0.040112314,TRUE,TRUE,TRUE
sphingomyelin (d18:1/20:2 d18:2/20:1 d16:1/22:2),sphingomyelin (d18:1/20:2 d18:2/20:1 d16:1/22:2)*,100006293,Lipid,Sphingomyelins,5,1.108033241,1.108033241,0.663349917,0.199600798,0.096781999,0.381066988,TRUE,TRUE,TRUE
behenoyl sphingomyelin (d18:1/22:0),behenoyl sphingomyelin (d18:1/22:0)*,100006294,Lipid,Sphingomyelins,5,0.020056157,,,,,0.020056157,TRUE,TRUE,TRUE
sphingomyelin (d18:1/22:1 d18:2/22:0 d16:1/24:1),sphingomyelin (d18:1/22:1 d18:2/22:0 d16:1/24:1)*,100006295,Lipid,Sphingomyelins,5,0.165837479,0.0923,0.165837479,,0.096781999,0.020056157,TRUE,TRUE,TRUE
sphingomyelin (d18:1/22:2 d18:2/22:1 d16:1/24:2),sphingomyelin (d18:1/22:2 d18:2/22:1 d16:1/24:2)*,100006296,Lipid,Sphingomyelins,5,1.108033241,1.108033241,,,,0.040112314,TRUE,TRUE,TRUE
